CNPJ_CIA;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CONST;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;CD_CVM;SETOR_ATIV;TP_MERC;CATEG_REG;DT_INI_CATEG;SIT_EMISSOR;DT_INI_SIT_EMISSOR;CONTROLE_ACIONARIO;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;PAIS;CEP;DDD_TEL;TEL;DDD_FAX;FAX;EMAIL;TP_RESP;RESP;DT_INI_RESP;LOGRADOURO_RESP;COMPL_RESP;BAIRRO_RESP;MUN_RESP;UF_RESP;PAIS_RESP;CEP_RESP;DDD_TEL_RESP;TEL_RESP;DDD_FAX_RESP;FAX_RESP;EMAIL_RESP;CNPJ_AUDITOR;AUDITOR
08.764.621/0001-53;GENERAL SHOPPING E OUTLETS DO BRASIL S.A.;GENERAL SHOPPING BRASIL SA;2007-07-26;2006-03-06;;;ATIVO;2007-07-26;21008;Comércio (Atacado e Varejo);BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;2007-07-26;PRIVADO;SEDE;Av. Angélica, 2466;24 andar - Conj. 241;Cerqueira César;SÃO PAULO;SP;BRASIL;1228200;11;31595100;11;31590122;dri@generalshopping.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;MARCIO SNIOKA;2015-05-25;AV. ANGÉLICA, 2466;22 AND - CONJ. 221;CERQUEIRA CÉSAR;SÃO PAULO;SP;;1228200;011;31595100;011;31590122;dri@generalshopping.com.br;51.703.924/0001-95;COTRIM & ASSOCIADOS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
02.808.710/0001-78;GEODEX COMMUNICATIONS S.A.;CONVEXX COMMUNICATIONS;1998-12-09;1998-09-14;2008-04-28;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA;2008-04-28;18031;Telecomunicações;;;;;;ESTRANGEIRO;SEDE;AV. CARDOSO DE MELLO, 1450 5º;SL 501/502;VILA  OLIMPIA;SÃO PAULO;SP;BRASIL;4548005;11;30890125;11;30890899;cristian.wissenborn@convexx.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;CARLOS FERNANDO VIEIRA GAMBOA;2005-09-21;AV. DR.CARDOSO DE MELLO 1.450;5º ANDAR;VILA OLIMPIA;SÃO PAULO;SP;;4548005;11;30890877;11;30890899;carlos.gamboa@geodex.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
33.143.025/0001-01;GEOTECNICA SA;GEOTECNICA;1982-12-22;;2006-11-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA;2006-11-22;6440;Construção Civil, Mat. Constr. e Decoração;;;;;;PRIVADO;SEDE;RUA MOURA BRASIL 44 / 9 ANDAR;;;RIO DE JANEIRO;RJ;BRASIL;22231200;21;25533312;21;25534893;;DIRETOR DE RELAÇÕES COM INVESTIDORES;ALEXANDRE DE CARVALHO;1982-12-22;RUA MOURA BRASIL 44 /7º ANDAR;;LARANJEIRAS;RIO DE JANEIRO;RJ;;22231200;21;5533312;21;5534893;;29.184.207/0001-45;LMPG AUDITORES INDEPENDENTES
60.405.446/0001-28;GERAL DE CONCRETO S/A;GERAL DE CONCRETO S.A.;1977-07-20;1968-01-01;2002-12-30;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA;2002-12-30;5630;Construção Civil, Mat. Constr. e Decoração;;;;;;PRIVADO;SEDE;AV. PRESIDENTE CASTELO BRANCO;, 7207;BARRA FUNDA;SÃO PAULO;SP;BRASIL;1142000;11;36116777;11;38457095;www.engemix.com.br ( fale conosco);DIRETOR DE RELAÇÕES COM INVESTIDORES;OSMAR ANTONIO MIGDALESKI;1977-07-20;ALAMEDA ITÚ, Nº 852 - 11º ANDA;R;CERQUEIRA CESAR;SÃO PAULO;SP;;1421001;11;38960620;11;38960753;osmarm@votorantim-cimentos.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
33.611.500/0001-19;GERDAU S.A.;GERDAU S.A.;1980-09-03;1961-11-20;;;ATIVO;1980-09-03;3980;Metalurgia e Siderurgia;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;1980-09-03;PRIVADO;SEDE;AVENIDA DOUTORA RUTH CARDOSO, 8.501;8º ANDAR;PINHEIROS;SÃO PAULO;SP;;5425070;51;33232000;51;33232281;inform@gerdau.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;RAFAEL DORNELES JAPUR;2021-12-31;AV. DOUTORA RUTH CARDOSO;Nº 8501, 8ª ANDAR;PINHEIROS;SÃO PAULO;SP;;5425070;011;30946300;0;0;inform@gerdau.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
89.011.738/0001-68;GERDAU SERV INFORMATICA SA GSI;GERDAU INFORMATICA;1986-05-28;;1993-03-25;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA;1993-03-25;12785;Comunicação e Informática;;;;;;PRIVADO;SEDE;AV BORGES DE MEDEIROS 650;;;SAPUCAIA DO SUL;RS;BRASIL;90220000;0512;302777;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;RUY LOPES FILHO;1986-05-28;AV.FARRAPOS, 1811;;;PORTO ALEGRE;RS;;90220000;0512;302777;0512;;;92.905.264/0001-02;DIEHL BIEDERMAN BORDASCH SC
79.114.203/0001-69;GERMANI CIA PARANAENSE ALIMS;GERMANI;1977-07-20;;1990-12-21;ELISÃO POR INCORPORAÇÃO;CANCELADA;1990-12-21;6459;Alimentos;;;;;;PRIVADO;SEDE;ROD BR 376 KM 119;;;GASPAR;SC;BRASIL;89110000;0442;286262;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;ANTONIO CARLOS SILVA;1977-07-20;R BOA VISTA 185;;;SÃO PAULO;SP;;1014000;11;2390711;0011;;;60.616.166/0001-69;IRMAOS CAMPOS AUD INDEP SC
42.171.157/0001-20;GESTIO SA COMERCIO E INDUSTRIA;GESTIO;1981-12-04;;1990-07-13;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA;1990-07-13;6467;Emp. Adm. Participações;;;;;;PRIVADO;SEDE;AV.RIO BRANCO, 138-12 ANDAR;;;RIO DE JANEIRO;RJ;BRASIL;20057000;21;22718000;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;ORLANDO MARTINS SOARES FILHO;1981-12-04;AV.RIO BRANCO, 138-11 ANDAR;;;RIO DE JANEIRO;RJ;;20057000;21;2718412;0021;;;62.650.403/0001-33;BOUCINHAS, CAMPOS & CONTI AUDITORES INDEPENDENTES S/S
33.311.366/0001-30;GETEC GUANABARA QUIM INDL SA;GETEC;1970-01-26;;1991-12-26;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA;1991-12-26;6475;Petroquímicos e Borracha;;;;;;PRIVADO;SEDE;RUA JOAQUIM LEMOS,48-ALCANTARA;;;SÃO GONÇALO;RJ;BRASIL;24740000;21;27013636;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;HERALDO PARDAL COUTINHO;1970-01-26;RUA JOAQUIM LEMOS,48-ALCANTARA;;;SÃO GONÇALO;RJ;;24740000;21;7013636;0021;;;33.017.310/0001-78;RUHTRA S/C
10.440.482/0001-54;GETNET ADQUIRÊNCIA E SERVIÇOS PARA MEIOS DE PAGAMENTO S.A.;GETNET ADQUIRÊNCIA E SERVIÇOS PARA MEIOS DE PAGAMENTO S.A.;2021-08-10;2008-10-24;;;ATIVO;2021-08-10;26140;Intermediação Financeira;;Categoria A;2021-08-10;FASE OPERACIONAL;2021-05-14;PRIVADO;SEDE;AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK;12° ANDAR;VILA OLíMPIA;SÃO PAULO;SP;;4543011;11;51849002;;;ir@getnet.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;LUCIANO DECOURT FERRARI;2021-03-31;AVENIDA PRESIDENTE JUSCELINO K;12Ï ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;;4543011;11;51849002;;;ir@getnet.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
14.127.813/0001-51;GETNINJAS S.A.;GETNINJAS S.A.;2021-05-13;2011-07-25;;;ATIVO;2021-05-13;25887;Comunicação e Informática;;Categoria A;2021-05-13;FASE OPERACIONAL;2021-02-26;PRIVADO;SEDE;AVENIDA BRIGADEIRO FARIA LIMA;N.º 1.903, CJ. 32;JARDIM PAULISTANO;SÃO PAULO;SP;;1452001;11;30322978;;;ri@getninjas.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;EDUARDO ORLANDO L´HOTELLIER;2021-02-26;AVENIDA BRIGADEIRO FARIA LIMA;N.º 1.903, C. 32;JARDIM PAULISTANO;SÃO PAULO;SP;;1452001;11;30322978;0;0;ri@getninjas.com.br;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
61.196.119/0001-76;GIANNINI SA;GIANNINI;1986-07-25;;1999-09-09;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA;1999-09-09;12939;Outras Atividades Industriais;;;;;;PRIVADO;SEDE;AV TRANQUILO GIANNINI Nº 700;;BURU/LAGEADO;SALTO;SP;BRASIL;13329600;11;78280079;11;78280710;adm@giannini.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;GIORGIO COEN GIANNINI;1986-07-25;AV TRANQUILO GIANNINI Nº 700;;BURU/LAGEADO;SALTO;SP;;13329600;11;78280079;11;78280710;presidencia@giannini.com.br;60.881.356/0001-03;PGBR RODYO'S AUDITORES INDEPENDENTES S.S.
61.338.042/0001-21;GLASSLITE SA IND DE PLASTICOS;GLASSLITE;1980-11-11;;1998-04-16;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA;1998-04-16;6483;Outras Atividades Industriais;;;;;;PRIVADO;SEDE;RUA BORGES DE FIGUEIREDO, 828;;;SÃO PAULO;SP;BRASIL;3110901;11;2918233;11;2918171;;DIRETOR DE RELAÇÕES COM INVESTIDORES;YASUO YAMAGUCHI;1980-11-11;RUA XV NOVEMBRO 324/BCO ITAU;;;SÃO PAULO;SP;;1014000;11;2390711;0011;;;00.000.848/5908-30;SERGIO VAILATI
05.330.331/0001-03;GLOBAL BRASIL SA;GLOBAL BRASIL SA;2003-05-14;2002-10-29;2012-07-09;Cancelamento de ofício - IN CVM 480/09;CANCELADA;2012-07-09;19402;Emp. Adm. Part. - Sem Setor Principal;;Categoria A;2010-01-01;FASE PRÉ-OPERACIONAL;2003-05-14;PRIVADO;SEDE;Av. Sete de Setembro 4698;15o.andar;Batel;CURITIBA;PR;BRASIL;80240000;41;30251111;;;adriano@globalbrasil.net.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;ADRIANO LUNARDON;2003-05-14;AVENIDA SETE DE SETEMBRO 4698;BATEL TOWER;BATEL;CURITIBA;PR;;80240000;41;30251111;41;30251111;adriano@globalbrasil.net.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
01.245.375/0001-84;GLOBAL TRUST SA;GLOBAL TRUST SA;1996-09-23;;2000-02-22;ELISÃO POR INCORPORAÇÃO;CANCELADA;2000-02-22;15776;Serviços Diversos;;;;;;PRIVADO;SEDE;AV TEN REBELO 675/15 ANDAR;;IRAJA;RIO DE JANEIRO;RJ;BRASIL;21241460;21;24728481;21;33727019;;DIRETOR DE RELAÇÕES COM INVESTIDORES;ROMOLO ISAIA;1996-09-23;AV TEN REBELO 675/15 ANDAR;;IRAJA;RIO DE JANEIRO;RJ;;21141460;21;4728481;21;33727019;;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
07.095.028/0001-07;GODOI SECURITIES - CIA SECURITIZADORA DE CREDITOS IMOBILIARIOS;GODOI SECURITIES - CIA SECURITIZADORA DE CREDITOS IMOBILIARIOS;2005-04-18;2004-12-29;2008-03-28;ELISÃO POR EXTINÇÃO DA CIA;CANCELADA;2008-03-28;19712;Securitização de Recebíveis;;;;;;PRIVADO;SEDE;RUA SAPETUBA Nº166;1º ANDAR, CONJ 3;BUTATÃ;SÃO PAULO;SP;BRASIL;5510000;11;38151588;11;38151062;godoi@godoi.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;ODAIR DE OLIVEIRA MATOS;2004-12-29;RUA SAPETUBA, Nº 166, 1º ANDAR;CONJUNTO 3;BUTANTa;SÃO PAULO;SP;;5510000;11;38151588;11;38121062;odair@godoi.com.br;53.825.600/0001-55;VENEZIANI AUDITORES INDEPENDENTES
06.164.253/0001-87;GOL LINHAS AEREAS INTELIGENTES SA;GOL LINHAS AEREAS INTELIGENTES SA;2004-06-09;2004-03-12;;;ATIVO;2004-06-09;19569;Emp. Adm. Part. - Serviços Transporte e Logística;BALCÃO ORGANIZADO;Categoria A;2010-01-01;FASE OPERACIONAL;2004-06-09;PRIVADO HOLDING;SEDE;Praça Comandante Lineu Gomes S/N;Portaria 3;Jardim Aeroporto;SÃO PAULO;SP;BRASIL;4626020;011;21284700;11;50987888;ri@voegol.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;RICHARD FREEMAN LARK JR.;2016-07-29;PRAÇA COMANDANTE LINEU GOMES S;PORTARIA 3;JARDIM AEROPORTO;SÃO PAULO;SP;;4626020;11;21284700;11;50987888;ri@voegol.com.br;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
06.164.253/0001-87;GOL LINHAS AEREAS INTELIGENTES SA;GOL LINHAS AEREAS INTELIGENTES SA;2004-06-09;2004-03-12;;;ATIVO;2004-06-09;19569;Emp. Adm. Part. - Serviços Transporte e Logística;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;2004-06-09;PRIVADO HOLDING;SEDE;Praça Comandante Lineu Gomes S/N;Portaria 3;Jardim Aeroporto;SÃO PAULO;SP;BRASIL;4626020;011;21284700;11;50987888;ri@voegol.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;RICHARD FREEMAN LARK JR.;2016-07-29;PRAÇA COMANDANTE LINEU GOMES S;PORTARIA 3;JARDIM AEROPORTO;SÃO PAULO;SP;;4626020;11;21284700;11;50987888;ri@voegol.com.br;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
58.507.286/0001-86;GOLDFARB INCORPORAÇÕES E CONSTRUÇÕES S/A;GOLDFARB;2007-06-12;1987-12-28;2009-12-18;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA;2009-12-18;20737;Construção Civil, Mat. Constr. e Decoração;;;;;;PRIVADO HOLDING;SEDE;R.EDUARDO DE SOUZA ARANHA, 387;11O. ANDAR;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;BRASIL;4543121;11;38970700;11;38970700;golfarb@golfarb.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;DANIEL MIRALDES BULUS;2009-08-19;RUA EDUARDO DE SOUZA ARANHA;387, 11º ANDAR;VILA NOVA CONCEIçãO;SÃO PAULO;SP;;454312;11;38970700;11;38971371;gguioto@goldfarb.com.br;00.326.016/0001-99;TERCO AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
60.946.035/0001-40;GOYANA SA I BRAS MATS PLASTS;GOYANA;1968-03-04;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA;2005-03-22;6530;Petroquímicos e Borracha;;;;;;PRIVADO;SEDE;R MANOEL FERREIRA BARBOSA 199;;PIRITUBA;SÃO PAULO;SP;BRASIL;5134020;41;3333000;41;3327100;;DIRETOR DE RELAÇÕES COM INVESTIDORES;JOMAR FERNANDES ZANELLO;1968-03-04;R MAL F PEIXOTO 3006/1 ANDAR;;;CURITIBA;PR;;80220000;41;3333000;0041;3327100;;89.859.466/0001-50;CONFIDOR AUDITORES ASSOCIADOS
42.360.925/0001-93;GPC INDUSTRIA E COMERCIO SA;GPC;1982-07-16;;1991-06-20;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA;1991-06-20;6548;Emp. Adm. Participações;;;;;;PRIVADO;SEDE;R DO PASSEIO 70 2 ANDAR;;;RIO DE JANEIRO;RJ;BRASIL;20021000;21;22923140;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;ALCIDES MORALES FILHO;1982-07-16;R DO PASSEIO 70 2 ANDAR;;;RIO DE JANEIRO;RJ;;20021000;21;2923140;0021;;;62.650.403/0001-33;BOUCINHAS, CAMPOS & CONTI AUDITORES INDEPENDENTES S/S
21.903.297/0001-75;GPR - PINHEIRO & RINALDO CAPITAL S.A.;GPR - PINHEIRO & RINALDO CAPITAL S.A.;2016-02-24;2014-12-15;2019-02-13;Cancelamento Voluntário - IN CVM 480/09;CANCELADA;2019-02-13;23876;Securitização de Recebíveis;;Categoria B;2016-02-24;FASE OPERACIONAL;2015-11-30;PRIVADO;SEDE;RUA DAS ORQUIDEAS, 737, TORRE BUSINESS;SALA 708;JARDIM POMPEIA;INDAIATUBA;SP;BRASIL;13345040;19;31153255;19;31153255;ri@gprcapital.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;ANTONIO CARLOS FERNANDES PINHEIRO;2015-10-08;RUA DAS ORQUIDEAS, 737 SL 708;TORRE BUSINESS;JARDIM POMPEIA;INDAIATUBA;SP;;13345040;19;31153255;19;31153255;ri@gprcapital.com.br;07.037.795/0001-51;AUDIFACTOR AUDITORES INDEPENDENTES S/S
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S/A;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S/A;2021-04-20;2011-12-07;;;ATIVO;2021-04-20;25712;Emp. Adm. Part. - Sem Setor Principal;;Categoria A;2021-04-20;FASE OPERACIONAL;2021-02-21;PRIVADO;SEDE;AV. MIGUEL FRIAS E VASCONCELOS;Nº 1215, 2º ANDAR;JAGUARÉ;SÃO PAULO;SP;;5345000;;;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;MARIA ELSA ALBA BERNHOEFT;2021-02-19;AV. MIGUEL FRIAS E VASCONCELOS;Nº 1215, 2º ANDAR;JAGUARÉ;SÃO PAULO;SP;;5345000;11;21978888;0;0;marita.bernhoeft@gpssa.com.br;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
14.191.427/0001-29;GRANBIO INVESTIMENTOS S.A.;;2020-11-13;2011-08-18;;;ATIVO;2020-11-13;25321;Emp. Adm. Part. - Agricultura (Açúcar, Álcool e Cana);;Categoria A;2020-11-13;FASE OPERACIONAL;2020-09-01;PRIVADO;SEDE;AVENIDA PROFESSOR ALMEIDA PRADO 532;PRÉDIO 50;BIONANO;SÃO PAULO;SP;;5508901;011;27390500;;;falecomri@granbio.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;BERNARDO AFONSO DE ALMEIDA GRADIN;2021-04-08;AV PROFESSOR ALMEIDA PRADO,532;PRÉDIO 50;BIONANO;SÃO PAULO;SP;;5508901;11;27390500;0;0;falecomri@granbio.com.br;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
61.247.854/0001-61;GRANIMAR SA MARMORES GRANITOS;GRANIMAR;1972-11-09;;1991-03-20;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA;1991-03-20;6564;Extração Mineral;;;;;;PRIVADO;SEDE;RUA ALENCAR ARARIPE,261;;;SÃO PAULO;SP;BRASIL;4253000;11;2741677;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;JOSE CAETANO MOREDO;1972-11-09;RUA ALENCAR ARARIPE,261;;;SÃO PAULO;SP;;4253000;11;2741677;0011;;;61.066.114/0001-29;ETCA AUDITORES E CONSULTORES
88.925.029/0001-25;GRANOLEO SA CI SEMS OLEAGS DER;GRANÓLEO S/A;1981-10-09;1976-05-20;2008-03-05;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA;2008-03-05;6572;Alimentos;;;;;;PRIVADO;SEDE;AV. DAS INDÚSTRIAS, 720;;ANCHIETA;PORTO ALEGRE;RS;BRASIL;90200290;51;33717171;51;32477654;msaragao@avipal .com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;FRANCISCO VALMOR MARQUES DE AVILA;1981-10-09;AV DAS INDUSTRIAS, 720;;ANCHIETA;PORTO ALEGRE;RS;;90200290;51;33717286;51;33717267;francisco.avila@avipal.com.br;90.089.921/0001-65;CERUTTI & MACHADO - AUDITORES ASSOCIADOS SOCIEDADE SIMPLES
00.313.162/0001-80;GRAPIA SA;GRAPIA;1995-09-05;;1998-12-18;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA;1998-12-18;15016;Emp. Adm. Participações;;;;;;PRIVADO;SEDE;AV RIO BRANCO 138/8 ANDAR PART;;CENTRO;RIO DE JANEIRO;RJ;BRASIL;20057900;21;22718083;21;25084479;;DIRETOR DE RELAÇÕES COM INVESTIDORES;ARMANDO D'ALMEIDA NETO;1995-09-05;AV RIO BRANCO 138/13 ANDAR;;CENTRO;RIO DE JANEIRO;RJ;;20057900;21;5084083;0021;5084479;;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
87.377.016/0001-04;GRAVATAI SUL SA;GRAVATAI;1986-07-17;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA;2005-03-22;12904;Máquinas, Equipamentos, Veículos e Peças;;;;;;PRIVADO;SEDE;AV FRANCISCO TREIN 208 S/ 302;;CRISTO REDENTOR;PORTO ALEGRE;RS;BRASIL;91350200;51;3429855;51;3373211;;DIRETOR DE RELAÇÕES COM INVESTIDORES;LEANDRO RIBEIRO;1986-07-17;RUA BOA VISTA 185;;;SÃO PAULO;SP;;91020007;11;3429855;0011;3373211;;89.554.406/0001-20;HB AUDIT -  AUDITORES INDEPENDENTES SOCIEDADE SIMPLES
92.012.467/0001-70;GRAZZIOTIN SA;GRAZZIOTIN;1979-01-31;1950-05-24;;;ATIVO;1979-01-31;4537;Comércio (Atacado e Varejo);BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;1979-01-31;PRIVADO;SEDE;RUA VALENTIN GRAZZIOTIN;077;SÃO CRISTOVAO;PASSO FUNDO;RS;;99060030;54;33167576;54;33167576;janete@grazziotin.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;RENATA GRAZZIOTIN;2011-04-14;RUA VALENTIN GRAZZIOTIN, 77;;SAO CRISTOVAO;PASSO FUNDO;RS;;99060030;54;33167576;54;33167576;investidor@grazziotin.com.br;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
89.850.341/0001-60;GRENDENE SA;GRENDENE SA;2004-10-26;1971-02-25;;;ATIVO;2004-10-26;19615;Têxtil e Vestuário;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;2004-10-26;PRIVADO;SEDE;Avenida Pimentel Gomes;214;Expectativa;SOBRAL;CE;BRASIL;62040125;88;31122999;88;31122998;dri@grendene.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;ALCEU DEMARTINI DE ALBUQUERQUE;2020-04-14;AVENIDA PEDRO GRENDENE, 131;;VOLTA GRANDE;FARROUPILHA;RS;;95180052;54;21099000;54;21099988;dri@grendene.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
01.258.945/0001-70;GRUÇAI PARTICIPAÇÕES SA;GRUÇAI PARTICIPACOES S.A.;1996-08-28;1996-06-12;2019-08-16;Cancelamento de ofício - IN CVM 480/09;CANCELADA;2019-08-16;15695;Emp. Adm. Part. - Serviços Transporte e Logística;;Categoria A;2010-01-01;FASE OPERACIONAL;1996-08-28;PRIVADO HOLDING;SEDE;Rua Pamplona, 818;conjunto;Jardim Paulista;SÃO PAULO;SP;BRASIL;1405001;11;35565505;11;35565566;todosformulariodereferencia@gp-investments.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;DANILO GAMBOA;2013-04-29;RUA PAMPLONA, 818;CONJUNTO 92;JARDIM PAULISTA;SÃO PAULO;SP;;1405001;11;35565505;11;35565566;todosformulariodereferencia@gp-investments.com;52.803.244/0001-06;KPMG AUDITORES ASSOCIADOS
10.285.590/0001-08;GRUPO DE MODA SOMA S.A.;RBX RIO COMÉRCIO DE ROUPAS S.A.;2020-07-29;2008-08-15;;;ATIVO;2020-07-29;25011;Comércio (Atacado e Varejo);BOLSA;Categoria A;2020-07-29;FASE OPERACIONAL;2020-02-27;PRIVADO;SEDE;RUA SãO CRISTOVãO;Nº 786;SãO CRISTOVãO;RIO DE JANEIRO;RJ;;20940000;21;25036850;21;25036850;ri@somagrupo.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;GABRIEL SILVA LOBO LEITE;2021-03-18;AVENIDA PASTEUR, Nº 154;N/A;BOTAFOGO;RIO DE JANEIRO;RJ;;22290240;21;25036850;21;25036850;ri@somagrupo.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
04.972.092/0001-22;GRUPO FARTURA DE HORTIFRUT S.A.;GRUPO FARTURA DE HORTIFRUT S.A;2021-08-16;2017-10-19;;;ATIVO;2021-08-16;26166;Comércio (Atacado e Varejo);;Categoria A;2021-08-16;FASE OPERACIONAL;2020-10-20;PRIVADO;SEDE;AVENIDA COMENDADOR ALADINO SELMI, 2502;GALPÃO 5,;PARQUE CIDADE CAMPIN;CAMPINAS;SP;;13069036;;;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;ALEXANDRE OTOMO DE ALMEIDA;2021-01-25;AV COMENDADOR ALADINO SELMI;- 2502 - GALPÃO 5;PQ. CIDADE CAMPINAS;CAMPINAS;SP;;13069036;19;37467015;0;0;ri@redeoba.com.br;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
24.990.777/0001-09;GRUPO MATEUS S.A.;;2020-10-08;2016-05-02;;;ATIVO;2020-10-08;25186;Emp. Adm. Part. - Comércio (Atacado e Varejo);BALCÃO ORGANIZADO;Categoria A;2020-10-08;FASE OPERACIONAL;2020-08-14;PRIVADO HOLDING;SEDE;AVENIDA DANIEL DE LA TOUCHE, Nº 73;LOJA 03;COHAMA;SÃO LUÍS;MA;;65074115;98;21083582;;;ri@grupomateus.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;JOSÉ MORGADO FILHO;2020-08-12;AVENIDA DANIEL DE LA TOUCHE;Nº 73, LOJA 03;COHAMA;SÃO LUÍS;MA;;65074115;98;21083582;0;0;ri@grupomateus.com.br;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
24.990.777/0001-09;GRUPO MATEUS S.A.;;2020-10-08;2016-05-02;;;ATIVO;2020-10-08;25186;Emp. Adm. Part. - Comércio (Atacado e Varejo);BOLSA;Categoria A;2020-10-08;FASE OPERACIONAL;2020-08-14;PRIVADO HOLDING;SEDE;AVENIDA DANIEL DE LA TOUCHE, Nº 73;LOJA 03;COHAMA;SÃO LUÍS;MA;;65074115;98;21083582;;;ri@grupomateus.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;JOSÉ MORGADO FILHO;2020-08-12;AVENIDA DANIEL DE LA TOUCHE;Nº 73, LOJA 03;COHAMA;SÃO LUÍS;MA;;65074115;98;21083582;0;0;ri@grupomateus.com.br;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
