DENOM_SOCIAL|DT_REG|DT_CANCEL|SIT|DT_INI_SIT|CD_CVM|SETOR_ATIV|CONTROLE_ACIONARIO
ALBAE PARTICIPACOES SA|1998-12-10|2002-05-15|CANCELADA|2002-05-15|18074|Emp. Adm. Participações|PRIVADO HOLDING
ALIUM PARTICIPAÇÕES SA|1998-12-10|2011-08-31|CANCELADA|2011-08-31|18082|Emp. Adm. Part. - Sem Setor Principal|PRIVADO
AETATIS SECURITIZADORA S.A.|1998-12-17|2016-06-24|CANCELADA|2016-06-24|18104|Securitização de Recebíveis|PRIVADO HOLDING
INVESTMOBILE SA|1998-12-21|2002-09-30|CANCELADA|2002-09-30|18120|Emp. Adm. Participações|PRIVADO
CIA ENERGÉTICA DO RIO GRANDE DO NORTE|1999-01-04||ATIVO|1999-01-04|18139|Energia Elétrica|PRIVADO
BRADESPLAN PARTICIPAÇOES SA|1999-03-02|2006-02-07|CANCELADA|2006-02-07|18180|Emp. Adm. Part. - Intermediação Financeira|PRIVADO HOLDING
MAVERICK SA|1999-05-04|2001-06-05|CANCELADA|2001-06-05|18228|Emp. Adm. Participações|PRIVADO
CONFIANZA SECURITIZADORA SA|1999-05-04||ATIVO|1999-05-04|18236|Securitização de Recebíveis|PRIVADO
ATL - ALGAR TELECOM LESTE S.A.|1999-05-13|2003-07-10|CANCELADA|2003-07-10|18252|Telecomunicações|PRIVADO
ALIMENTA PARTICIPAÇÕES E SERVIÇOS SA|1999-05-26|2003-11-10|CANCELADA|2003-11-10|18260|Emp. Adm. Participações|PRIVADO
VIRGO II COMPANHIA DE SECURITIZACAO|1999-05-31|2022-06-01|CANCELADA|2022-06-01|18287|Securitização de Recebíveis|PRIVADO
EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.|1999-06-14||ATIVO|1999-06-14|18309|Energia Elétrica|PRIVADO
PROMPT PARTICIPAÇÕES S.A.|1999-06-18||ATIVO|1999-06-18|18333|Emp. Adm. Part. - Sem Setor Principal|PRIVADO HOLDING
AES TIETE SA|1999-07-14|2015-12-31|CANCELADA|2015-10-26|18350|Energia Elétrica|PRIVADO
RIO PARANAPANEMA ENERGIA SA|1999-07-14||ATIVO|1999-07-14|18368|Energia Elétrica|PRIVADO
CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA|1999-07-14||ATIVO|1999-07-14|18376|Energia Elétrica|PRIVADO
TRK BRASIL TRUST SA|1999-07-23|2003-10-31|CANCELADA|2003-10-31|18392|Emp. Adm. Participações|PRIVADO
OPEA SECURITIZADORA S.A.|1999-08-02||ATIVO|1999-08-02|18406|Securitização de Recebíveis|PRIVADO
REAL AI PIC SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.|1999-09-14||ATIVO|1999-09-14|18430|Securitização de Recebíveis|PRIVADO
NACIONAL IGUATEMI BAHIA PARTICIPAÇÕES SA|1999-09-24|2003-08-29|CANCELADA|2003-08-29|18457|Emp. Adm. Participações|PRIVADO
UOL INC. S.A.|1999-10-15|2003-09-15|CANCELADA|2003-09-15|18473|Emp. Adm. Participações|PRIVADO
DR. INVEST S/A|2000-01-05|2002-02-08|CANCELADA|2002-02-08|18511|Emp. Adm. Participações|PRIVADO
PAN ARRENDAMENTO MERCANTIL S.A.|2000-01-25||ATIVO|2000-01-25|18554|Arrendamento Mercantil|PRIVADO
AUFERVILLE TRUST SA|2000-01-26|2008-03-18|CANCELADA|2008-03-18|18562|Securitização de Recebíveis|PRIVADO
INVESTHOTEL S.A.|2000-01-31|2002-09-19|CANCELADA|2002-09-19|18570|Emp. Adm. Participações|PRIVADO
INVESTCO S/A|2000-02-04||ATIVO|2000-02-04|18589|Energia Elétrica|PRIVADO
DTCOM - DIRECT TO COMPANY S.A.|2000-02-04||ATIVO|2000-02-04|18597|Telecomunicações|PRIVADO
BCP S/A|2000-02-16|2004-06-18|CANCELADA|2004-06-18|18600|Telecomunicações|PRIVADO
MEGAPART PARTICIPAÇÕES SA|2000-03-10|2004-04-13|CANCELADA|2004-04-13|18619|Emp. Adm. Participações|PRIVADO HOLDING
PRIVATINVEST PARTICIPAÇÕES SA|2000-03-14|2011-08-31|CANCELADA|2011-08-31|18635|Emp. Adm. Part. - Sem Setor Principal|PRIVADO
ARAUCÁRIA PARTICIPAÇÕES SA|2000-04-18|2014-11-14|CANCELADA|2014-11-14|18651|Emp. Adm. Part. - Sem Setor Principal|PRIVADO
CPFL ENERGIA SA|2000-05-18||ATIVO|2000-05-18|18660|Emp. Adm. Part. - Energia Elétrica|PRIVADO
CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA|2000-07-26||ATIVO|2000-07-26|18708|Emp. Adm. Part. - Sem Setor Principal|PRIVADO HOLDING
ELETRONET S/A|2000-08-31|2016-09-15|CANCELADA|2016-09-15|18740|Telecomunicações|PRIVADO
BRAZILIAN SECURITIES CIA SECURITIZAÇÃO|2000-09-04||ATIVO|2000-09-04|18759|Securitização de Recebíveis|PRIVADO
JIQUIRIÇA PARTICIPAÇÕES SA|2000-10-31|2001-12-31|CANCELADA|2001-12-31|18805|Emp. Adm. Participações|PRIVADO HOLDING
UHESC S/A|2000-12-05|2005-06-27|CANCELADA|2005-06-27|18813|Emp. Adm. Participações|PRIVADO
FINAÚSTRIA ARRENDAMENTO MERCANTIL S.A.|2000-12-26|2003-12-16|CANCELADA|2003-12-16|18830|Arrendamento Mercantil|PRIVADO
RRSPE EMPRENDIMENTOS E PARTICIPAÇÕES S/A|2001-01-16|2004-12-29|CANCELADA|2004-12-29|18856|Emp. Adm. Participações|PRIVADO
BSE SA|2001-01-31|2004-01-19|CANCELADA|2004-01-19|18864|Telecomunicações|PRIVADO
ITA ENERGETICA S/A|2001-03-21|2012-12-26|CANCELADA|2012-12-26|18910|Energia Elétrica|PRIVADO
MACHADINHO ENERGÉTICA SA|2001-03-29|2012-12-13|CANCELADA|2012-12-13|18929|Energia Elétrica|PRIVADO
TELEFONICA DATA BRASIL HOLDING SA|2001-05-08|2006-04-28|CANCELADA|2006-04-28|18937|Telecomunicações|PRIVADO HOLDING
CPFL GERAÇÃO DE ENERGIA S/A|2001-06-07||ATIVO|2001-06-07|18953|Energia Elétrica|PRIVADO
AES TIETÊ ENERGIA S.A|2001-06-29|2021-05-13|CANCELADA|2021-05-13|18970|Emp. Adm. Part. - Energia Elétrica|PRIVADO
ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A|2001-07-17||ATIVO|2001-07-17|18996|Energia Elétrica|PRIVADO
PEVÊ-FINASA PARTICIPAÇÕES E PRÉDIOS S.A.|2001-08-31|2003-01-30|CANCELADA|2003-01-30|19038|Emp. Adm. Participações|PRIVADO
CONEPAR PETROQUIMICA SA|2001-10-08|2002-12-18|CANCELADA|2002-12-18|19054|Emp. Adm. Participações|PRIVADO HOLDING
ANDRADE GUTIERREZ PARTICIPAÇÕES SA|2001-10-29|2019-08-12|CANCELADA|2019-08-12|19062|Emp. Adm. Part. - Sem Setor Principal|PRIVADO HOLDING
DOMMO EMPREENDIMENTOS IMOBILIÁRIOS S.A.|2001-10-29|2016-12-22|CANCELADA|2016-12-22|19070|Emp. Adm. Part. - Arrendamento Mercantil|PRIVADO HOLDING
COARI PARTICIPAÇÕES SA|2001-10-29|2012-02-27|CANCELADA|2012-02-27|19089|Telecomunicações|PRIVADO HOLDING
CAIANDA PARTICIPAÇÕES SA|2001-10-29||ATIVO|2001-10-29|19097|Emp. Adm. Part. - Sem Setor Principal|PRIVADO HOLDING
CABINDA PARTICIPAÇÕES SA|2001-10-29||ATIVO|2001-10-29|19119|Emp. Adm. Part. - Sem Setor Principal|PRIVADO HOLDING
CAICOS PARTICIPAÇÕES SA|2001-10-29|2005-01-27|CANCELADA|2005-01-27|19127|Emp. Adm. Participações|PRIVADO HOLDING
CACONDE PARTICIPAÇÕES SA|2001-10-29||ATIVO|2001-10-29|19135|Emp. Adm. Part. - Sem Setor Principal|PRIVADO HOLDING
SÃO PAULO WELLNESS S/A|2001-11-14|2004-04-06|CANCELADA|2004-04-06|19160|Emp. Adm. Participações|PRIVADO
NOVA AÇÃO PARTICIPAÇÕES S.A.|2002-01-31|2020-05-29|CANCELADA|2020-05-29|19224|Emp. Adm. Part. - Sem Setor Principal|PRIVADO
PRODUTORES ENERGETICOS DE MANSO SA - PROMAN|2002-02-07||ATIVO|2002-02-07|19232|Energia Elétrica|PRIVADO
CIA PIRATININGA DE FORÇA E LUZ|2002-04-18||ATIVO|2002-04-18|19275|Energia Elétrica|PRIVADO
AES ELPA SA|2002-10-14|2018-09-05|CANCELADA|2018-09-05|19313|Emp. Adm. Part. - Energia Elétrica|PRIVADO HOLDING
EPILIFE EMPREENDIMENTOS E PART S/A|2002-11-22|2008-10-16|CANCELADA|2008-10-16|19321|Emp. Adm. Part. - Sem Setor Principal|PRIVADO
ITAÚ UNIBANCO HOLDING S.A.|2002-12-30||ATIVO|2002-12-30|19348|Bancos|PRIVADO
REC SAO BERNARDO SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.|2002-12-30|2017-04-13|CANCELADA|2017-04-13|19356|Securitização de Recebíveis|PRIVADO
ITAPEBI GERAÇÃO DE ENERGIA S/A|2003-02-05||ATIVO|2003-02-05|19364|Energia Elétrica|PRIVADO HOLDING
BRPR 51 SECURITZADORA CRED IMOB SA|2003-03-24|2015-10-05|CANCELADA|2015-10-05|19372|Securitização de Recebíveis|PRIVADO
BRPR 53 SECURITZADORA CRED IMOB SA|2003-05-08|2016-09-13|CANCELADA|2016-09-13|19380|Securitização de Recebíveis|PRIVADO
GLOBAL BRASIL SA|2003-05-14|2012-07-09|CANCELADA|2012-07-09|19402|Emp. Adm. Part. - Sem Setor Principal|PRIVADO
CIA PROVINCIA DE SECURITIZAÇÃO|2003-08-21||ATIVO|2003-08-21|19429|Securitização de Recebíveis|PRIVADO
ANDRADE GUTIERREZ CONCESSOES SA|2003-09-01|2018-12-31|CANCELADA|2018-12-31|19437|Emp. Adm. Part. - Sem Setor Principal|PRIVADO
ULBRA RECEBIVEIS S/A|2003-10-09|2011-07-15|CANCELADA|2011-07-15|19461|Securitização de Recebíveis|PRIVADO
CSA-COMPANHIA SECURITIZADORA DE ATIVOS|2003-12-16|2022-06-01|CANCELADA|2022-06-01|19470|Securitização de Recebíveis|PRIVADO
REDFACTOR FACTORING E FOMENTO COML S/A|2003-12-22|2011-05-16|CANCELADA|2011-05-16|19496|Factoring|PRIVADO HOLDING
BGPAR SA|2004-01-06|2011-10-26|CANCELADA|2011-10-26|19500|Emp. Adm. Part. - Sem Setor Principal|PRIVADO
PIPA CIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS|2004-02-16|2017-01-17|CANCELADA|2017-01-17|19518|Securitização de Recebíveis|PRIVADO
TESLA COMPANHIA SECURITIZADORA DE CRÉDITOS|2004-03-17|2017-03-07|CANCELADA|2017-03-07|19526|Securitização de Recebíveis|PRIVADO
BRASILIANA ENERGIA SA|2004-04-15|2006-09-30|CANCELADA|2006-09-30|19534|Energia Elétrica|PRIVADO
FIBRA CIA SECURITIZADORA CRED IMOB|2004-05-18|2015-10-14|CANCELADA|2015-10-14|19542|Securitização de Recebíveis|PRIVADO
UNIVER CIDADE TRUST DE RECEBIVEIS SA|2004-09-02|2013-12-27|CANCELADA|2013-12-27|19585|Securitização de Recebíveis|PRIVADO
SANESALTO SANEAMENTO SA|2004-09-21||ATIVO|2012-02-08|19593|Saneamento, Serv. Água e Gás|PRIVADO
BAESA-ENERGETICA BARRA GRANDE SA|2004-09-29|2016-04-29|CANCELADA|2016-04-29|19607|Energia Elétrica|PRIVADO
BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL|2004-11-24||ATIVO|2004-11-24|19640|Arrendamento Mercantil|PRIVADO
CR2 CIA SECURITIZADORA DE CREDITOS IMOBILIÁRIOS|2005-02-16|2009-07-29|CANCELADA|2009-07-29|19666|Securitização de Recebíveis|PRIVADO
BRAVO SECURITIZADORA S/A|2005-03-21|2008-10-31|CANCELADA|2008-10-31|19674|Securitização de Recebíveis|PRIVADO
BTG PACTUAL HOLDING PARTICIPAÇÕES S.A.|2005-04-14|2015-06-24|CANCELADA|2015-06-24|19690|Securitização de Recebíveis|PRIVADO
BI CIA SECURITIZADORA DE CREDITOS IMOBILIARIOS|2005-04-18|2018-05-30|CANCELADA|2018-05-30|19704|Securitização de Recebíveis|PRIVADO
GODOI SECURITIES - CIA SECURITIZADORA DE CREDITOS IMOBILIARIOS|2005-04-18|2008-03-28|CANCELADA|2008-03-28|19712|Securitização de Recebíveis|PRIVADO
BRAZIL REALTY CIA SECURITIZADORA DE CREDITOS IMOLIARIOS|2005-05-02||ATIVO|2005-05-02|19720|Securitização de Recebíveis|PRIVADO
BANCO HSBC S.A.|2005-06-06|2015-09-14|CANCELADA|2015-09-14|19755|Arrendamento Mercantil|PRIVADO
MÁXIMA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S/A|2005-08-18|2010-09-30|CANCELADA|2010-09-30|19780|Securitização de Recebíveis|PRIVADO
REC 844 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.|2005-10-10|2016-02-03|CANCELADA|2016-02-03|19810|Securitização de Recebíveis|PRIVADO
SAFRA LEASING SA ARRENDAMENTO  MERCANTIL|2005-10-27|2019-01-17|CANCELADA|2019-01-17|19844|Arrendamento Mercantil|PRIVADO
TERMOPERNAMBUCO SA|2005-10-31||ATIVO|2005-10-31|19852|Energia Elétrica|PRIVADO
RB CAPITAL SECURITIZADORA S.A.|2005-10-31|2019-12-31|CANCELADA|2019-12-31|19860|Securitização de Recebíveis|PRIVADO
LIGHT SA|2005-12-12||ATIVO|2005-12-12|19879|Emp. Adm. Part. - Energia Elétrica|PRIVADO
UNIVERSO ONLINE SA|2005-12-14|2012-01-18|CANCELADA|2012-01-18|19887|Telecomunicações|PRIVADO HOLDING
BRPR 45 SECURITZADORA CRED IMOB SA|2005-12-22|2017-11-14|CANCELADA|2017-11-14|19895|Securitização de Recebíveis|PRIVADO
BR PROPERTIES S.A.|2006-01-04||ATIVO|2006-01-04|19925|Emp. Adm. Part. - Sem Setor Principal|PRIVADO HOLDING
ITAUSEG PARTICIPAÇÕES SA|2006-01-05|2012-11-28|CANCELADA|2012-11-28|19933|Emp. Adm. Part. - Seguradoras e Corretoras|PRIVADO HOLDING
BRPR 55 SECURITZADORA CRED IMOB SA|2006-01-26|2019-04-08|CANCELADA|2019-04-08|19941|Securitização de Recebíveis|PRIVADO
VIVAX SA|2006-02-06|2007-10-18|CANCELADA|2007-10-18|19950|Telecomunicações|PRIVADO
BRPR 52 SECURITZADORA CRED IMOB SA|2006-02-17|2015-11-03|CANCELADA|2015-11-03|19976|Securitização de Recebíveis|PRIVADO
BRPR 56 SECURITZADORA CRED IMOB SA|2006-02-22|2021-04-13|CANCELADA|2021-04-13|19984|Securitização de Recebíveis|PRIVADO HOLDING
XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A|2006-03-22||ATIVO|2006-03-22|20001|Emp. Adm. Part. - Sem Setor Principal|PRIVADO
EQUATORIAL ENERGIA S/A|2006-03-30||ATIVO|2006-03-30|20010|Energia Elétrica|PRIVADO
CSU CARDSYSTEM S/A|2006-04-25||ATIVO|2006-04-25|20044|Emp. Adm. Part. - Sem Setor Principal|PRIVADO
DINAMICA ENERGIA S/A|2006-05-03||ATIVO|2006-05-03|20052|Emp. Adm. Part. - Energia Elétrica|PRIVADO
UNI CIDADE SPTRUST DE RECEBÍVEIS SA|2006-05-23|2014-05-16|CANCELADA|2014-05-16|20079|Securitização de Recebíveis|PRIVADO
BV LEASING - ARRENDAMENTO MERCANTIL S/A|2006-06-23|2020-06-04|CANCELADA|2020-06-04|20133|Arrendamento Mercantil|PRIVADO
AFLUENTE GERAÇÃO DE ENERGIA ELÉTRICA S.A.|2006-07-12|2017-11-24|CANCELADA|2017-11-24|20150|Energia Elétrica|PRIVADO
AMPLA INVESTIMENTOS E SERVIÇOS S/A|2006-07-27|2012-05-23|CANCELADA|2012-05-23|20214|Emp. Adm. Part. - Energia Elétrica|PRIVADO HOLDING
PLANETA SECURITIZADORA S.A.|2006-07-28||ATIVO|2006-07-28|20222|Securitização de Recebíveis|PRIVADO
ACRUX SECURITIZADORA S/A|2006-08-09|2016-02-04|CANCELADA|2016-02-04|20230|Securitização de Recebíveis|PRIVADO
TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.|2006-09-06||ATIVO|2006-09-06|20257|Emp. Adm. Part. - Energia Elétrica|PRIVADO
CPFL JAGUARIÚNA S.A.|2006-09-21|2007-10-24|CANCELADA|2007-10-24|20281|Energia Elétrica|PRIVADO
TC SECURITIES CIA DE SECURITIZAÇÃO|2006-12-15|2018-03-19|CANCELADA|2018-03-19|20389|Securitização de Recebíveis|PRIVADO
SAFRA COMPANHIA SECURITIZADORA DE CREDITOS IMOBILIARIOS|2006-12-20|2011-10-27|CANCELADA|2011-10-27|20400|Securitização de Recebíveis|PRIVADO
TFA SECURITIZADORA S/A|2007-01-19|2013-03-14|CANCELADA|2013-03-14|20460|Securitização de Recebíveis|PRIVADO
CPFL ENERGIAS RENOVÁVEIS S.A.|2007-03-08||ATIVO|2007-03-08|20540|Emp. Adm. Part. - Energia Elétrica|PRIVADO
BANCO PINE S/A|2007-03-27||ATIVO|2007-03-27|20567|Bancos|PRIVADO
OPPORTUNITY SECURITIZADORA DE CREDITOS IMOBILIARIOS SA|2007-03-30|2009-05-04|CANCELADA|2009-05-04|20583|Securitização de Recebíveis|PRIVADO
BRC SECURITIZADORA SA|2007-04-20|2020-06-29|CANCELADA|2020-06-29|20672|Securitização de Recebíveis|PRIVADO
BANCO SOFISA SA|2007-04-26|2016-11-24|CANCELADA|2016-11-24|20680|Bancos|PRIVADO
PARANA BANCO S.A.|2007-06-11||ATIVO|2007-06-11|20729|Bancos|PRIVADO
MASSA FALIDA DO BANCO CRUZEIRO DO SUL S/A|2007-06-13|2021-08-09|CANCELADA|2021-08-09|20753|Bancos|PRIVADO
BANCO DAYCOVAL S.A.|2007-06-27||ATIVO|2007-06-27|20796|Bancos|PRIVADO
VIRGO COMPANHIA DE SECURITIZAÇÃO|2007-07-02||ATIVO|2007-07-02|20818|Securitização de Recebíveis|PRIVADO
SAHY PARTICIPAÇÕES SA|2007-07-02|2007-11-16|CANCELADA|2007-11-16|20826|Emp. Adm. Part. - Sem Setor Principal|PRIVADO HOLDING
SETIBA PARTICIPAÇÕES S/A|2007-07-02|2014-01-08|CANCELADA|2014-01-08|20834|Emp. Adm. Part. - Sem Setor Principal|PRIVADO HOLDING
ALLIS PARTICIPAÇÕES S.A.|2007-07-02|2015-08-26|CANCELADA|2015-08-26|20850|Emp. Adm. Part. - Sem Setor Principal|PRIVADO HOLDING
BANCO BONSUCESSO S.A.|2007-07-09|2008-10-16|CANCELADA|2008-10-16|20869|Bancos|PRIVADO HOLDING
BANCO VOITER S.A.|2007-07-10|2021-02-10|CANCELADA|2021-02-10|20885|Bancos|PRIVADO
REDECARD S/A|2007-07-11|2012-10-18|CANCELADA|2012-10-18|20893|Emp. Adm. Part. - Sem Setor Principal|PRIVADO
ALGAR TELECOM S/A|2007-07-27||ATIVO|2007-07-27|21032|Telecomunicações|PRIVADO HOLDING
MATONE SECURITIZADORA S/A|2007-08-17|2012-06-19|CANCELADA|2012-06-19|21059|Securitização de Recebíveis|PRIVADO
VISION SECURITIZADORA S.A.|2007-08-29||ATIVO|2007-08-29|21075|Securitização de Recebíveis|PRIVADO
NOVA SECURITIZAÇÃO S/A|2007-09-11|2019-10-30|CANCELADA|2019-10-30|21105|Securitização de Recebíveis|PRIVADO
CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.|2007-09-17|2015-10-19|CANCELADA|2015-10-19|21113|Bancos|PRIVADO
SUL AMERICA S/A|2007-10-03||ATIVO|2007-10-03|21121|Emp. Adm. Part. - Seguradoras e Corretoras|PRIVADO
BOVESPA HOLDING SA|2007-10-23|2008-08-29|CANCELADA|2008-08-29|21164|Bolsas de Valores/Mercadorias e Futuros|PRIVADO HOLDING
BANCO PAN SA|2007-11-12||ATIVO|2007-11-12|21199|Bancos|PRIVADO
BOLSA DE MERCADORIAS & FUTUROS - BM&F S/A|2007-11-28|2008-05-08|CANCELADA|2008-05-08|21210|Bolsas de Valores/Mercadorias e Futuros|PRIVADO
LAHOTELS S.A.|2007-11-29|2009-02-18|CANCELADA|2009-02-18|21229|Emp. Adm. Part. - Sem Setor Principal|PRIVADO HOLDING
ENEVA S.A.|2007-12-07||ATIVO|2007-12-07|21237|Energia Elétrica|PRIVADO
MONTICIANO PARTICIPAÇÕES S/A|2007-12-24|2014-02-26|CANCELADA|2014-02-26|21261|Emp. Adm. Part. - Sem Setor Principal|PRIVADO HOLDING
CITIBANK LEASING S.A. - ARREND.MERCANTIL|2008-01-03|2010-03-30|CANCELADA|2010-03-30|21270|Arrendamento Mercantil|PRIVADO
CAPRI PARTICIPAÇÕES SA|2008-01-15|2009-03-30|CANCELADA|2009-03-30|21296|Emp. Adm. Part. - Sem Setor Principal|PRIVADO HOLDING
OSX BRASIL S.A.|2008-02-26||ATIVO|2008-02-26|21342|Emp. Adm. Part. - Sem Setor Principal|PRIVADO HOLDING
BANCO INDUSTRIAL DO BRASIL|2008-03-07|2018-11-14|CANCELADA|2018-11-14|21377|Bancos|PRIVADO
ALUPAR INVESTIMENTO S/A|2008-06-18||ATIVO|2008-06-18|21490|Emp. Adm. Part. - Energia Elétrica|PRIVADO
ÁQUILLA SECURITIZADORA SA|2008-06-24|2021-03-16|CANCELADA|2021-03-16|21512|Securitização de Recebíveis|PRIVADO
MULTINER S/A|2008-07-10||ATIVO|2019-02-07|21520|Energia Elétrica|PRIVADO HOLDING
REP REAL ESTATE PARTNERS DESENV IMOB SA|2008-07-11|2012-08-13|CANCELADA|2012-08-13|21539|Emp. Adm. Part. - Arrendamento Mercantil|PRIVADO
BERNA PARTICIPAÇÕES SA|2008-07-31|2014-08-11|CANCELADA|2014-08-11|21563|Emp. Adm. Part. - Sem Setor Principal|PRIVADO HOLDING
BALADARE PARTICIPAÇÕES S/A|2008-07-31|2010-05-27|CANCELADA|2010-05-27|21571|Emp. Adm. Part. - Sem Setor Principal|PRIVADO HOLDING
COPACABANA PRINCE PARTICIPAÇÕES S.A.|2008-08-07|2011-12-31|CANCELADA|2011-12-31|21598|Emp. Adm. Part. - Sem Setor Principal|PRIVADO HOLDING
BASEL PARTICIPAÇÕES S/A|2008-08-07|2017-09-22|CANCELADA|2017-09-22|21601|Emp. Adm. Part. - Sem Setor Principal|PRIVADO HOLDING
B3 S.A. - BRASIL, BOLSA, BALCÃO|2008-08-11||ATIVO|2008-08-11|21610|Bolsas de Valores/Mercadorias e Futuros|PRIVADO
HABITASEC SECURITIZADORA SA|2008-08-19||ATIVO|2008-08-19|21628|Securitização de Recebíveis|PRIVADO
RENOVA ENERGIA S.A. -  EM RECUPERAÇÃO JUDICIAL|2008-08-20||ATIVO|2008-08-20|21636|Energia Elétrica|PRIVADO
PDG COMPANHIA SECURITIZADORA|2008-10-03||ATIVO|2008-10-03|21644|Securitização de Recebíveis|PRIVADO
NPF SECURITIZADORA S.A.|2008-12-22|2015-11-11|CANCELADA|2015-11-11|21695|Securitização de Recebíveis|PRIVADO
TARPON INVESTIMENTOS S/A|2009-05-21|2019-07-17|CANCELADA|2019-07-17|21717|Emp. Adm. Part. - Intermediação Financeira|PRIVADO HOLDING
CIELO S.A.|2009-06-25||ATIVO|2009-06-25|21733|Intermediação Financeira|PRIVADO
ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A|2009-07-15|2022-06-01|CANCELADA|2022-06-01|21741|Securitização de Recebíveis|PRIVADO
INFRASEC SECURITIZADORA S/A|2009-09-22||ATIVO|2009-09-22|21750|Securitização de Recebíveis|PRIVADO
CETIP S.A. - MERCADOS ORGANIZADOS|2009-10-26|2017-07-03|CANCELADA|2017-07-03|21792|Intermediação Financeira|PRIVADO
FRAME SECURITIZADORA S/A|2009-12-14|2011-02-07|CANCELADA|2011-02-07|21873|Securitização de Recebíveis|PRIVADO
BARI SECURITIZADORA S.A.|2009-12-29|2022-06-01|CANCELADA|2022-06-01|21920|Securitização de Recebíveis|PRIVADO
ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A|2010-01-29||ATIVO|2010-01-29|21938|Energia Elétrica|PRIVADO
3A COMPANHIA SECURITIZADORA|2010-03-08|2015-12-18|CANCELADA|2015-12-18|21954|Securitização de Recebíveis|PRIVADO
BOLERO PARTICIPAÇÕES SA|2010-05-27|2015-06-18|CANCELADA|2015-06-18|22039|Emp. Adm. Part. - Sem Setor Principal|PRIVADO
OMEGA GERAÇÃO S.A.|2010-07-29|2013-09-20|CANCELADA|2013-09-20|22110|Emp. Adm. Part. - Energia Elétrica|PRIVADO
REDENTOR ENERGIA S/A|2010-08-06|2016-01-19|CANCELADA|2016-01-19|22128|Emp. Adm. Part. - Energia Elétrica|PRIVADO
POLO CAPITAL SECURITIZADORA S/A|2010-09-22||ATIVO|2010-09-22|22160|Securitização de Recebíveis|PRIVADO
AFLUENTE TRANSMISSÃO DE ENERGIA ELETRICA S/A|2010-09-24||ATIVO|2010-09-24|22179|Energia Elétrica|PRIVADO
ROPASC PARTICIPAÇÕES S/A|2010-10-22|2013-12-31|CANCELADA|2013-12-31|22195|Emp. Adm. Part. - Sem Setor Principal|PRIVADO
PASCRO PARTICIPAÇÕES S/A|2010-10-22|2014-07-16|CANCELADA|2014-07-16|22209|Emp. Adm. Part. - Sem Setor Principal|PRIVADO
ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.|2010-10-28||ATIVO|2010-10-28|22217|Emp. Adm. Part. - Seguradoras e Corretoras|PRIVADO
BRASIL PLURAL SECURITIZADORA S.A.|2010-11-09|2018-04-30|CANCELADA|2018-04-30|22233|Securitização de Recebíveis|PRIVADO HOLDING
OURINVEST SECURITIZADORA S.A.|2010-11-10|2022-06-01|CANCELADA|2022-06-01|22250|Securitização de Recebíveis|PRIVADO
TRUE SECURITIZADORA S.A.|2010-11-25||ATIVO|2010-11-25|22276|Securitização de Recebíveis|PRIVADO
PROVIDAX PARTICIPAÇÕES S/A|2010-12-23|2014-07-30|CANCELADA|2014-07-30|22314|Emp. Adm. Part. - Sem Setor Principal|PRIVADO HOLDING
VOSTOK PARTICIPAÇÕES SA|2010-12-23|2013-12-31|CANCELADA|2013-12-31|22322|Emp. Adm. Part. - Sem Setor Principal|PRIVADO HOLDING
RJ CAPITAL PARTNERS S.A.|2011-01-13|2018-05-30|CANCELADA|2018-05-30|22330|Emp. Adm. Part. - Sem Setor Principal|PRIVADO HOLDING
OCTANTE SECURITIZADORA SA|2011-02-14|2022-06-01|CANCELADA|2022-06-01|22390|Securitização de Recebíveis|PRIVADO
IGUA SANEAMENTO S.A.|2011-02-21|2011-03-23|CANCELADA|2011-03-23|22403|Saneamento, Serv. Água e Gás|PRIVADO HOLDING
TRX SECURITIZADORA S.A.|2011-03-02||ATIVO|2011-03-02|22420|Securitização de Recebíveis|PRIVADO HOLDING
MENFIS PARTICIPAÇÕES S/A|2011-04-13|2013-12-31|CANCELADA|2013-12-31|22462|Emp. Adm. Part. - Sem Setor Principal|PRIVADO HOLDING
FORTE SECURITIZADORA S.A.|2011-06-15||ATIVO|2011-06-15|22489|Securitização de Recebíveis|PRIVADO
QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.|2011-06-17||ATIVO|2011-06-17|22497|Seguradoras e Corretoras|PRIVADO
