,cia_id,cia_nome,doc_env,per_ini,per_fim,shares_outstanding,ebit,roic
4756,19763,EDP - ENERGIAS DO BRASIL S.A.,2012-03-07 22:53:58,2011-01-01,2011-12-31,158805000.0,1188496000.0,0.12827310682935442
4757,19763,EDP - ENERGIAS DO BRASIL S.A.,2012-03-09 17:05:15,2011-01-01,2011-12-31,158805000.0,1188496000.0,0.12827310682935442
4758,19763,EDP - ENERGIAS DO BRASIL S.A.,2013-03-04 20:01:54,2012-01-01,2012-12-31,476415000.0,970162000.0,0.09645048894717811
4759,19763,EDP - ENERGIAS DO BRASIL S.A.,2013-07-25 16:32:01,2012-01-01,2012-12-31,476415000.0,970162000.0,0.09645048894717811
4760,19763,EDP - ENERGIAS DO BRASIL S.A.,2014-02-26 19:20:57,2013-01-01,2013-12-31,476415000.0,1112668000.0,0.12955364708022019
4761,19763,EDP - ENERGIAS DO BRASIL S.A.,2014-02-27 17:36:12,2013-01-01,2013-12-31,476415000.0,1112668000.0,0.12955364708022019
4762,19763,EDP - ENERGIAS DO BRASIL S.A.,2015-03-02 18:45:52,2014-01-01,2014-12-31,476415000.0,1502869000.0,0.16518135207061277
4763,19763,EDP - ENERGIAS DO BRASIL S.A.,2016-03-02 19:10:38,2015-01-01,2015-12-31,476415000.0,2430694000.0,0.19406831489811527
4764,19763,EDP - ENERGIAS DO BRASIL S.A.,2017-02-22 21:26:11,2016-01-01,2016-12-31,606850000.0,1641928000.0,0.13095191381614438
4765,19763,EDP - ENERGIAS DO BRASIL S.A.,2018-02-27 21:57:31,2017-01-01,2017-12-31,606056000.0,1591960000.0,0.11898373379740149
4766,19763,EDP - ENERGIAS DO BRASIL S.A.,2018-03-09 16:35:28,2017-01-01,2017-12-31,606165000.0,1591960000.0,0.11898373379740149
4767,19763,EDP - ENERGIAS DO BRASIL S.A.,2019-02-27 20:43:55,2018-01-01,2018-12-31,606248000.0,2163278000.0,0.14660801924811476
4768,19763,EDP - ENERGIAS DO BRASIL S.A.,2019-03-08 17:19:19,2018-01-01,2018-12-31,606248000.0,2163278000.0,0.14660801924811476
4769,19763,EDP - ENERGIAS DO BRASIL S.A.,2020-02-18 21:51:49,2019-01-01,2019-12-31,604806000.0,2360460000.0,0.14732100896223713
4770,19763,EDP - ENERGIAS DO BRASIL S.A.,2021-02-19 21:01:18,2020-01-01,2020-12-31,606850000.0,2813271000.0,0.1616700139230849
4771,19763,EDP - ENERGIAS DO BRASIL S.A.,2021-04-26 16:25:21,2020-01-01,2020-12-31,606850000.0,2813271000.0,0.1616700139230849
4772,19763,EDP - ENERGIAS DO BRASIL S.A.,2022-02-16 22:48:11,2021-01-01,2021-12-31,581165000.0,3816994000.0,0.18914443055742344
4773,19771,ARTERIS S.A.,2011-03-25 20:13:23,2010-01-01,2010-12-31,68889000.0,652749000.0,0.25008007171974134
4774,19771,ARTERIS S.A.,2011-06-08 15:55:41,2010-01-01,2010-12-31,68889000.0,652749000.0,0.25008007171974134
4775,19771,ARTERIS S.A.,2012-03-22 18:16:42,2011-01-01,2011-12-31,68889000.0,808155000.0,0.24856311630984093
4776,19771,ARTERIS S.A.,2013-03-05 17:35:00,2012-01-01,2012-12-31,344444000.0,836900000.0,0.20427141811081279
4777,19771,ARTERIS S.A.,2014-02-26 06:58:10,2013-01-01,2013-12-31,344444000.0,947023000.0,0.18838704620860883
4778,19771,ARTERIS S.A.,2015-02-26 19:00:03,2014-01-01,2014-12-31,344444000.0,1012531000.0,0.15349625723153681
4779,19771,ARTERIS S.A.,2016-03-29 19:11:46,2015-01-01,2015-12-31,344444000.0,733680000.0,0.09184142507928846
4780,19771,ARTERIS S.A.,2017-03-16 17:01:04,2016-01-01,2016-12-31,551519000.0,936147000.0,0.10370366677799767
4781,19771,ARTERIS S.A.,2018-02-23 08:09:17,2017-01-01,2017-12-31,726415783000.0,772095000.0,0.06443373388603776
4782,19771,ARTERIS S.A.,2019-02-28 08:27:54,2018-01-01,2018-12-31,731481274000.0,267547000.0,0.021220439172441975
4783,19771,ARTERIS S.A.,2019-02-28 16:03:45,2018-01-01,2018-12-31,731481274000.0,267547000.0,0.021220439172441975
4784,19771,ARTERIS S.A.,2019-03-01 13:57:31,2018-01-01,2018-12-31,731481000.0,267547000.0,0.021220439172441975
4785,19771,ARTERIS S.A.,2020-02-21 08:32:45,2019-01-01,2019-12-31,731481000.0,556753000.0,0.041659844989546745
4786,19771,ARTERIS S.A.,2021-02-26 08:08:04,2020-01-01,2020-12-31,731481274000.0,423085000.0,0.030717575962626472
4787,19771,ARTERIS S.A.,2021-04-08 13:56:28,2020-01-01,2020-12-31,731481000.0,423085000.0,0.030717575962626472
4788,19771,ARTERIS S.A.,2022-02-24 07:24:43,2021-01-01,2021-12-31,760338899000.0,625378000.0,0.04244415824585846
4789,19771,ARTERIS S.A.,2022-02-24 17:38:20,2021-01-01,2021-12-31,760338000.0,625378000.0,0.04244415824585846
4794,19801,BUDDEMEYER S/A,2011-03-04 16:15:34,2010-01-01,2010-12-31,1705329000.0,15462000.0,0.1263885823585669
4795,19836,COSAN S.A.,2011-06-07 09:10:36,2010-04-01,2011-03-31,407214000.0,1337758000.0,0.1051566665783652
4796,19836,COSAN S.A.,2012-05-31 00:22:35,2011-04-01,2012-03-31,407214000.0,4229142000.0,0.3249616075631372
4797,19836,COSAN S.A.,2013-06-05 21:22:24,2012-04-01,2013-03-31,407214353.0,1598538000.0,0.07098161892857381
4798,19836,COSAN S.A.,2014-02-26 20:20:36,2013-04-01,2013-12-31,407214353.0,1262751.0,0.06050272876553545
4799,19836,COSAN S.A.,2014-02-27 12:38:37,2013-04-01,2013-12-31,407214353.0,1262751000.0,0.06050272876553545
4800,19836,COSAN S.A.,2015-03-18 19:05:53,2014-01-01,2014-12-31,407214353.0,1481972000.0,0.0809525133526374
4801,19836,COSAN S.A.,2015-03-18 21:19:19,2014-01-01,2014-12-31,407214353.0,1481972000.0,0.0809525133526374
4802,19836,COSAN S.A.,2016-02-18 23:15:17,2015-01-01,2015-12-31,407214353.0,2029475000.0,0.10591780145023845
4803,19836,COSAN S.A.,2017-02-16 21:23:33,2016-01-01,2016-12-31,407294353.0,2793431000.0,0.17525169173661118
4804,19836,COSAN S.A.,2018-02-22 20:30:19,2017-01-01,2017-12-31,407904353.0,2866649000.0,0.17041141115131195
4805,19836,COSAN S.A.,2018-03-26 18:39:42,2017-01-01,2017-12-31,407904353.0,2866649000.0,0.17041141115131195
4806,19836,COSAN S.A.,2019-02-14 21:41:16,2018-01-01,2018-12-31,407904353.0,2753067000.0,0.15140614554302612
4807,19836,COSAN S.A.,2020-02-14 22:18:08,2019-01-01,2019-12-31,394210000.0,3599856000.0,0.19564939855784322
4808,19836,COSAN S.A.,2021-02-11 22:56:43,2020-01-01,2020-12-31,394210000.0,2429227000.0,0.1084536811896342
4809,19836,COSAN S.A.,2022-02-18 21:02:21,2021-01-01,2021-12-31,1874070932.0,8676308000.0,0.14079748362480024
4810,19836,COSAN S.A.,2022-02-24 14:39:01,2021-01-01,2021-12-31,1874070932.0,8676308000.0,0.14079748362480024
4826,19860,RB CAPITAL SECURITIZADORA S.A.,2011-03-31 20:42:59,2010-01-01,2010-12-31,2725000.0,12258.0,-0.03812835738258687
4827,19860,RB CAPITAL SECURITIZADORA S.A.,2011-04-01 09:29:01,2010-01-01,2010-12-31,2725000.0,12258000.0,-0.03812835738258687
4839,19879,LIGHT S.A.,2011-03-28 07:57:21,2010-01-01,2010-12-31,203934060000.0,1242013.0,0.23534054101988172
4840,19879,LIGHT S.A.,2011-03-28 10:05:48,2010-01-01,2010-12-31,203934060.0,1242013000.0,0.23534054101988172
4841,19879,LIGHT S.A.,2012-03-02 19:50:26,2011-01-01,2011-12-31,203934060.0,873199000.0,0.13221089205813166
4842,19879,LIGHT S.A.,2012-03-06 20:49:49,2011-01-01,2011-12-31,203934060.0,873199000.0,0.13221089205813166
4843,19879,LIGHT S.A.,2013-03-25 23:56:32,2012-01-01,2012-12-31,203934060.0,1097814000.0,0.150408803118511
4844,19879,LIGHT S.A.,2014-03-10 22:12:52,2013-01-01,2013-12-31,203934060.0,1305893000.0,0.1740721600219461
4845,19879,LIGHT S.A.,2014-03-11 18:21:03,2013-01-01,2013-12-31,203934060.0,1305893000.0,0.1740721600219461
4846,19879,LIGHT S.A.,2015-03-06 21:25:40,2014-01-01,2014-12-31,203934060.0,1394877000.0,0.143726333295209
4847,19879,LIGHT S.A.,2016-03-28 23:34:09,2015-01-01,2015-12-31,203934060.0,640341000.0,0.0597228061784664
4848,19879,LIGHT S.A.,2016-03-30 19:10:36,2015-01-01,2015-12-31,203934060.0,640341000.0,0.0597228061784664
4849,19879,LIGHT S.A.,2016-11-10 19:55:34,2015-01-01,2015-12-31,203934060.0,635782000.0,0.05932282542518772
4850,19879,LIGHT S.A.,2017-03-23 23:52:58,2016-01-01,2016-12-31,203934060.0,514539000.0,0.05350983341555925
4851,19879,LIGHT S.A.,2018-03-28 10:00:18,2017-01-01,2017-12-31,203934060.0,1174732000.0,0.11187107683382336
4852,19879,LIGHT S.A.,2019-03-28 22:19:09,2018-01-01,2018-12-31,203934060.0,962162000.0,0.08199699457470709
4853,19879,LIGHT S.A.,2020-03-12 22:26:53,2019-01-01,2019-12-31,303934060.0,1287334000.0,0.09665354661771826
4854,19879,LIGHT S.A.,2021-03-18 22:08:14,2020-01-01,2020-12-31,303934060.0,1781260000.0,0.13029950246900168
4855,19879,LIGHT S.A.,2021-03-19 00:36:55,2020-01-01,2020-12-31,303934060.0,1781260000.0,0.13029950246900168
4856,19879,LIGHT S.A.,2022-03-24 23:45:12,2021-01-01,2021-12-31,372555324.0,1143301000.0,0.07025990056570447
4857,19887,UNIVERSO ONLINE SA,2011-03-23 09:28:14,2010-01-01,2010-12-31,119682310.0,45221000.0,0.04178930413383371
4858,19909,BR MALLS PARTICIPACOES S.A.,2011-02-24 21:49:07,2010-01-01,2010-12-31,406277000.0,968351000.0,0.13633231740625482
4859,19909,BR MALLS PARTICIPACOES S.A.,2011-02-25 18:23:40,2010-01-01,2010-12-31,406277000.0,968351000.0,0.13633231740625482
4860,19909,BR MALLS PARTICIPACOES S.A.,2011-03-24 19:09:54,2010-01-01,2010-12-31,406277000.0,968351000.0,0.13633231740625482
4861,19909,BR MALLS PARTICIPACOES S.A.,2012-02-28 01:36:37,2011-01-01,2011-12-31,449542000.0,1445374000.0,0.14576648845399523
4862,19909,BR MALLS PARTICIPACOES S.A.,2012-10-18 02:27:26,2010-01-01,2010-12-31,406277000.0,968351000.0,0.13633231740625482
4863,19909,BR MALLS PARTICIPACOES S.A.,2012-10-18 02:39:31,2011-01-01,2011-12-31,449542000.0,1445374000.0,0.14576648845399523
4864,19909,BR MALLS PARTICIPACOES S.A.,2013-03-06 23:59:07,2012-01-01,2012-12-31,453364000.0,3409403000.0,0.27225914601546847
4865,19909,BR MALLS PARTICIPACOES S.A.,2014-03-13 20:52:43,2013-01-01,2013-12-31,457066000.0,1811726000.0,0.13180543942627734
4866,19909,BR MALLS PARTICIPACOES S.A.,2014-03-17 19:22:07,2013-01-01,2013-12-31,457066000.0,1811726000.0,0.13180543942627734
4867,19909,BR MALLS PARTICIPACOES S.A.,2014-03-17 19:38:49,2013-01-01,2013-12-31,457066000.0,1811726000.0,0.13180543942627734
4868,19909,BR MALLS PARTICIPACOES S.A.,2015-03-11 19:26:38,2014-01-01,2014-12-31,460601000.0,1706567000.0,0.11967135392039253
4869,19909,BR MALLS PARTICIPACOES S.A.,2016-03-14 20:55:07,2015-01-01,2015-12-31,463732000.0,1435620000.0,0.09908015338851682
4870,19909,BR MALLS PARTICIPACOES S.A.,2017-03-15 21:14:35,2016-01-01,2016-12-31,611514000.0,237064000.0,0.016375498644378053
4874,19909,BR MALLS PARTICIPACOES S.A.,2019-03-14 19:57:12,2018-01-01,2018-12-31,871866000.0,1641458000.0,0.12850001225145688
4875,19909,BR MALLS PARTICIPACOES S.A.,2019-03-29 19:01:27,2018-01-01,2018-12-31,871866000.0,1641458000.0,0.12850001225145688
4876,19909,BR MALLS PARTICIPACOES S.A.,2020-03-12 21:19:02,2019-01-01,2019-12-31,872728000.0,1968032000.0,0.14551352425659178
4879,19909,BR MALLS PARTICIPACOES S.A.,2022-03-17 19:38:13,2021-01-01,2021-12-31,873141000.0,563796000.0,0.04079179180555244
4880,19909,BR MALLS PARTICIPACOES S.A.,2022-03-18 17:47:09,2021-01-01,2021-12-31,873141000.0,563796000.0,0.04079179180555244
4881,19917,TEMPO PARTICIPAÇOES S/A,2011-03-29 18:52:23,2010-01-01,2010-12-31,163098092.0,41042000.0,0.32594227989644053
4882,19917,TEMPO PARTICIPAÇOES S/A,2011-04-11 18:51:01,2010-01-01,2010-12-31,163098092.0,41042000.0,0.32594227989644053
4883,19917,TEMPO PARTICIPAÇOES S/A,2012-03-30 02:24:37,2011-01-01,2011-12-31,156401054.0,22584000.0,0.1545801134846919
4884,19917,TEMPO PARTICIPAÇOES S/A,2013-03-13 04:46:35,2012-01-01,2012-12-31,156805869.0,34603000.0,0.1675803686448476
4885,19917,TEMPO PARTICIPAÇOES S/A,2013-03-22 19:21:13,2012-01-01,2012-12-31,156805869.0,34603000.0,0.1675803686448476
4886,19917,TEMPO PARTICIPAÇOES S/A,2013-03-26 17:47:42,2012-01-01,2012-12-31,156805869.0,34603000.0,0.1675803686448476
4887,19917,TEMPO PARTICIPAÇOES S/A,2014-03-26 18:05:29,2013-01-01,2013-12-31,157363935.0,49091000.0,0.21537658326423348
4888,19917,TEMPO PARTICIPAÇOES S/A,2015-03-04 21:59:56,2014-01-01,2014-12-31,160576164.0,58516000.0,0.600139481457171
4889,19917,TEMPO PARTICIPAÇOES S/A,2016-03-02 18:26:57,2015-01-01,2015-12-31,159896971.0,52832000.0,0.7571440855283901
4890,19917,TEMPO PARTICIPAÇOES S/A,2016-03-02 19:32:57,2015-01-01,2015-12-31,159896971.0,52832000.0,0.7571440855283901
4891,19925,BR PROPERTIES S.A.,2011-03-18 03:50:57,2010-01-01,2010-12-31,139512000.0,1208171000.0,0.2804999994195772
4892,19925,BR PROPERTIES S.A.,2011-03-21 17:07:01,2010-01-01,2010-12-31,139512000.0,1208171000.0,0.2804999994195772
4893,19925,BR PROPERTIES S.A.,2012-03-29 19:38:25,2011-01-01,2011-12-31,180004000.0,733074000.0,0.15453486643991193
4894,19925,BR PROPERTIES S.A.,2012-07-10 14:31:08,2011-01-01,2011-12-31,180004000.0,733074000.0,0.15453486643991193
4895,19925,BR PROPERTIES S.A.,2013-02-18 19:52:16,2012-01-01,2012-12-31,311613000.0,2278125000.0,0.17947033474028884
4896,19925,BR PROPERTIES S.A.,2014-02-17 18:31:41,2013-01-01,2013-12-31,312653000.0,711267000.0,0.0577893229983171
4897,19925,BR PROPERTIES S.A.,2015-02-12 17:55:25,2014-01-01,2014-12-31,298228000.0,856854000.0,0.08881138306098038
4899,19925,BR PROPERTIES S.A.,2017-02-14 18:53:04,2016-01-01,2016-12-31,298228000.0,139469000.0,0.01957542071946889
4900,19925,BR PROPERTIES S.A.,2017-03-03 18:16:00,2016-01-01,2016-12-31,298228000.0,139469000.0,0.01957542071946889
4901,19925,BR PROPERTIES S.A.,2017-03-06 18:03:50,2016-01-01,2016-12-31,298228000.0,139469000.0,0.01957542071946889
4902,19925,BR PROPERTIES S.A.,2017-03-13 18:25:54,2016-01-01,2016-12-31,298228000.0,139469000.0,0.01957542071946889
4903,19925,BR PROPERTIES S.A.,2017-06-16 09:13:50,2016-01-01,2016-12-31,298228000.0,139469000.0,0.01957542071946889
4904,19925,BR PROPERTIES S.A.,2018-02-06 18:32:29,2017-01-01,2017-12-31,407135000.0,486739000.0,0.06348901787998107
4905,19925,BR PROPERTIES S.A.,2019-02-07 18:33:12,2018-01-01,2018-12-31,407135000.0,520056000.0,0.06589660415610744
4906,19925,BR PROPERTIES S.A.,2020-02-05 18:45:06,2019-01-01,2019-12-31,491510000.0,775035000.0,0.1001409662714615
4907,19925,BR PROPERTIES S.A.,2020-03-24 07:37:36,2019-01-01,2019-12-31,491510000.0,775035000.0,0.1001409662714615
4908,19925,BR PROPERTIES S.A.,2021-02-08 18:58:42,2020-01-01,2020-12-31,491510000.0,357135000.0,0.04277341974529853
4909,19925,BR PROPERTIES S.A.,2021-02-22 18:48:35,2020-01-01,2020-12-31,491510000.0,357135000.0,0.04277341974529853
4910,19925,BR PROPERTIES S.A.,2022-02-17 18:47:14,2021-01-01,2021-12-31,474160.0,180331000.0,0.019890094957497884
4911,19925,BR PROPERTIES S.A.,2022-02-22 18:17:46,2021-01-01,2021-12-31,474160000.0,180331000.0,0.019890094957497884
4912,19933,ITAUSEG PARTICIPAÇÕES SA,2011-04-20 19:44:20,2010-01-01,2010-12-31,4516349000.0,1105760000.0,0.14851370786251253
4913,19933,ITAUSEG PARTICIPAÇÕES SA,2012-03-29 17:12:29,2011-01-01,2011-12-31,5071251000.0,1166079000.0,0.2671531151012845
4927,19992,TOTVS S.A.,2011-01-31 19:05:59,2010-01-01,2010-12-31,31459000.0,211669000.0,0.2609984993779262
4928,19992,TOTVS S.A.,2012-01-31 18:13:08,2011-01-01,2011-12-31,159466791.0,226199000.0,0.29452112762248006
4929,19992,TOTVS S.A.,2013-01-29 18:16:25,2012-01-01,2012-12-31,161629945.0,296820000.0,0.4018063824430023
4930,19992,TOTVS S.A.,2014-01-29 17:40:21,2013-01-01,2013-12-31,163467071.0,319024000.0,0.34151406739417606
4931,19992,TOTVS S.A.,2015-01-28 17:42:22,2014-01-01,2014-12-31,163467071.0,347076000.0,0.35403779928514306
4932,19992,TOTVS S.A.,2015-01-28 19:19:12,2014-01-01,2014-12-31,163467071.0,347076000.0,0.35403779928514306
4933,19992,TOTVS S.A.,2016-03-16 18:55:16,2015-01-01,2015-12-31,165637727.0,228308000.0,0.14647343714212943
4934,19992,TOTVS S.A.,2017-02-22 18:36:01,2016-01-01,2016-12-31,165637727.0,212253000.0,0.12797534708111805
4935,19992,TOTVS S.A.,2018-02-07 18:43:23,2017-01-01,2017-12-31,165637727.0,143599000.0,0.09287808954389813
4936,19992,TOTVS S.A.,2019-02-13 18:14:35,2018-01-01,2018-12-31,165637727.0,126225000.0,0.09605579568976014
4937,19992,TOTVS S.A.,2020-02-12 18:14:34,2019-01-01,2019-12-31,192637727.0,325204000.0,0.23380345078720768
4938,19992,TOTVS S.A.,2021-02-10 21:08:42,2020-01-01,2020-12-31,577913181.0,393538000.0,0.22851220114099902
4939,19992,TOTVS S.A.,2022-02-16 19:43:49,2020-01-01,2020-12-31,577913181.0,393538000.0,0.22851220114099902
4940,19992,TOTVS S.A.,2022-02-16 21:18:07,2021-01-01,2021-12-31,617183181.0,512512000.0,0.1668592964660517
4955,20010,EQUATORIAL ENERGIA S.A.,2011-03-30 00:01:08,2010-01-01,2010-12-31,0.0,408315000.0,0.22195338986966492
4956,20010,EQUATORIAL ENERGIA S.A.,2011-03-31 20:32:16,2010-01-01,2010-12-31,108826000.0,408315000.0,0.22195338986966492
4957,20010,EQUATORIAL ENERGIA S.A.,2012-02-16 18:05:14,2011-01-01,2011-12-31,109226672.0,357431000.0,0.15537134399335795
4958,20010,EQUATORIAL ENERGIA S.A.,2012-10-25 13:04:42,2010-01-01,2010-12-31,108826.0,408315000.0,0.19796697374743097
4959,20010,EQUATORIAL ENERGIA S.A.,2012-10-25 13:20:00,2011-01-01,2011-12-31,109226672.0,357431000.0,0.1567996862523519
4960,20010,EQUATORIAL ENERGIA S.A.,2012-10-25 16:52:22,2010-01-01,2010-12-31,108826325.0,408315000.0,0.19796697374743097
4961,20010,EQUATORIAL ENERGIA S.A.,2012-10-31 21:48:55,2010-01-01,2010-12-31,108826325.0,408315000.0,0.19796697374743097
4962,20010,EQUATORIAL ENERGIA S.A.,2012-12-02 22:29:16,2011-01-01,2011-12-31,109226672.0,357431000.0,0.1567996862523519
4963,20010,EQUATORIAL ENERGIA S.A.,2013-03-31 23:25:45,2012-01-01,2012-12-31,185243902.0,427444000.0,0.10744842051495526
4964,20010,EQUATORIAL ENERGIA S.A.,2013-04-01 11:06:46,2012-01-01,2012-12-31,185243902.0,427444000.0,0.10744842051495526
4965,20010,EQUATORIAL ENERGIA S.A.,2014-02-26 21:37:02,2013-01-01,2013-12-31,198447352.0,288565000.0,0.06469679954137275
4966,20010,EQUATORIAL ENERGIA S.A.,2014-02-28 12:57:21,2013-01-01,2013-12-31,198447352.0,288565000.0,0.06469679954137275
4967,20010,EQUATORIAL ENERGIA S.A.,2014-03-11 10:03:31,2013-01-01,2013-12-31,198447352.0,288565000.0,0.06469679954137275
4968,20010,EQUATORIAL ENERGIA S.A.,2015-02-13 04:43:37,2014-01-01,2014-12-31,198447352.0,922841000.0,0.15756865363157585
4969,20010,EQUATORIAL ENERGIA S.A.,2015-02-24 18:27:46,2014-01-01,2014-12-31,198447352.0,922841000.0,0.15756865363157585
4970,20010,EQUATORIAL ENERGIA S.A.,2016-03-10 22:05:37,2015-01-01,2015-12-31,198587352.0,693514000.0,0.12203228661013468
4971,20010,EQUATORIAL ENERGIA S.A.,2017-03-08 22:51:07,2016-01-01,2016-12-31,198675967.0,1052357000.0,0.15829442371420763
4972,20010,EQUATORIAL ENERGIA S.A.,2017-03-10 18:38:13,2016-01-01,2016-12-31,198675967.0,1052357000.0,0.15829442371420763
4973,20010,EQUATORIAL ENERGIA S.A.,2017-09-23 15:33:11,2015-01-01,2015-12-31,198587352.0,811783000.0,0.1428431664266835
4974,20010,EQUATORIAL ENERGIA S.A.,2017-09-23 16:05:53,2016-01-01,2016-12-31,198675967.0,1178937000.0,0.17733445305191756
4975,20010,EQUATORIAL ENERGIA S.A.,2018-03-09 07:57:13,2017-01-01,2017-12-31,198743467.0,1410332000.0,0.165048557323669
4976,20010,EQUATORIAL ENERGIA S.A.,2019-03-29 23:53:29,2018-01-01,2018-12-31,198769717.0,2078133000.0,0.15572300493793173
4977,20010,EQUATORIAL ENERGIA S.A.,2019-04-12 17:04:43,2018-01-01,2018-12-31,198769717.0,2078133000.0,0.15572300493793173
4978,20010,EQUATORIAL ENERGIA S.A.,2020-05-23 06:17:17,2019-01-01,2019-12-31,1010186085.0,4307719000.0,0.20757217566936395
4979,20010,EQUATORIAL ENERGIA S.A.,2020-05-23 07:14:11,2019-01-01,2019-12-31,1010186085.0,4307719000.0,0.20757217566936395
4980,20010,EQUATORIAL ENERGIA S.A.,2021-03-24 23:16:06,2020-01-01,2020-12-31,1010511085.0,4782427000.0,0.2130291555729456
4981,20010,EQUATORIAL ENERGIA S.A.,2022-03-23 23:43:01,2021-01-01,2021-12-31,1010539585.0,4987492000.0,0.16829058768044786
4982,20010,EQUATORIAL ENERGIA S.A.,2022-03-31 18:02:07,2021-01-01,2021-12-31,1010539585.0,4987492000.0,0.16829058768044786
4983,20028,VALID SOLUÇÕES S.A.,2011-03-21 17:32:53,2010-01-01,2010-12-31,51500000.0,137579000.0,0.2751624025984416
4984,20028,VALID SOLUÇÕES S.A.,2012-03-19 17:41:14,2011-01-01,2011-12-31,55750000.0,155710000.0,0.28559951871226186
4985,20028,VALID SOLUÇÕES S.A.,2012-03-21 17:56:17,2011-01-01,2011-12-31,55750000.0,155710000.0,0.28559951871226186
4986,20028,VALID SOLUÇÕES S.A.,2013-03-27 20:20:21,2012-01-01,2012-12-31,55750000.0,166230000.0,0.20841927091496099
4987,20028,VALID SOLUÇÕES S.A.,2014-03-19 19:46:16,2013-01-01,2013-12-31,55750000.0,133118000.0,0.16570175973630719
4988,20028,VALID SOLUÇÕES S.A.,2014-03-21 18:32:51,2013-01-01,2013-12-31,55750000.0,133118000.0,0.16570175973630719
4989,20028,VALID SOLUÇÕES S.A.,2015-03-05 10:42:25,2014-01-01,2014-12-31,55750000.0,173028000.0,0.1947101426442985
4990,20028,VALID SOLUÇÕES S.A.,2016-03-29 21:26:03,2015-01-01,2015-12-31,64750000.0,193652000.0,0.12263813984593287
4991,20028,VALID SOLUÇÕES S.A.,2016-04-25 11:29:44,2015-01-01,2015-12-31,64750000.0,193652000.0,0.12263813984593287
4992,20028,VALID SOLUÇÕES S.A.,2017-03-10 19:48:31,2016-01-01,2016-12-31,64750000.0,113196000.0,0.08126053032266309
4993,20028,VALID SOLUÇÕES S.A.,2017-03-13 18:30:50,2016-01-01,2016-12-31,64750000.0,113196000.0,0.08126053032266309
4994,20028,VALID SOLUÇÕES S.A.,2017-03-16 18:25:58,2016-01-01,2016-12-31,64750000.0,113196000.0,0.08126053032266309
4995,20028,VALID SOLUÇÕES S.A.,2018-03-05 19:57:14,2017-01-01,2017-12-31,71225000.0,93735000.0,0.06322309283579533
4996,20028,VALID SOLUÇÕES S.A.,2018-03-12 18:21:48,2017-01-01,2017-12-31,71225000.0,93735000.0,0.06322309283579533
4997,20028,VALID SOLUÇÕES S.A.,2019-03-14 18:35:55,2018-01-01,2018-12-31,71225000.0,152647000.0,0.09494667269593515
4998,20028,VALID SOLUÇÕES S.A.,2020-03-05 19:40:10,2019-01-01,2019-12-31,71225000.0,130369000.0,0.0747599400172608
5001,20028,VALID SOLUÇÕES S.A.,2022-03-09 19:03:47,2021-01-01,2021-12-31,82070387000.0,135787000.0,0.06353166968603555
5002,20028,VALID SOLUÇÕES S.A.,2022-04-14 18:09:26,2021-01-01,2021-12-31,82070387.0,135787000.0,0.06353166968603555
5003,20036,BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,2011-09-05 23:08:12,2010-07-01,2011-06-30,58422400.0,24311000.0,0.054697343316894055
5004,20036,BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,2011-09-06 09:34:49,2010-07-01,2011-06-30,58422400.0,24311000.0,0.054697343316894055
5005,20036,BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,2012-05-10 18:15:58,2010-07-01,2011-06-30,58422400.0,10571000.0,0.019772072205191126
5008,20036,BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,2013-09-04 00:02:42,2012-07-01,2013-06-30,58422400.0,26967000.0,0.044654744162940886
5009,20036,BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,2013-11-01 01:13:39,2012-07-01,2013-06-30,58422400.0,26967000.0,0.044654744162940886
5011,20036,BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,2015-09-03 23:58:53,2014-07-01,2015-06-30,58226600.0,157933000.0,0.3076774717664088
5014,20036,BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,2018-08-27 09:30:49,2017-07-01,2018-06-30,56888916.0,160813000.0,0.17549203092687876
5015,20036,BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,2019-09-02 23:24:50,2018-07-01,2019-06-30,56888916.0,186876000.0,0.17352853234879537
5016,20036,BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,2020-08-27 23:17:30,2019-07-01,2020-06-30,62104301.0,164284000.0,0.10159802102659246
5017,20036,BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,2021-08-31 22:44:26,2020-07-01,2021-06-30,102377008.0,394119000.0,0.19848162081312604
5043,20060,LUPATECH S.A. - EM RECUPERAÇÃO JUDICIAL,2011-03-02 18:21:48,2010-01-01,2010-12-31,47737703.0,18662000.0,0.02699539854448773
5059,20060,LUPATECH S.A. - EM RECUPERAÇÃO JUDICIAL,2021-03-20 00:04:39,2020-01-01,2020-12-31,26262840.0,5957000.0,0.024259232109987133
5067,20087,EMBRAER S.A.,2011-03-24 21:15:31,2010-01-01,2010-12-31,740465000.0,685520000.0,0.16864101692363478
5068,20087,EMBRAER S.A.,2012-03-20 20:39:46,2011-01-01,2011-12-31,740465.0,521728000.0,0.10408845986874027
5069,20087,EMBRAER S.A.,2012-03-23 17:43:51,2011-01-01,2011-12-31,740465000.0,521728000.0,0.10408845986874027
